,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement verte <eos>,12,verte,vert,6,verte,-10.604341,vert,-11.73572,1
1,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement bleue <eos>,12,bleue,bleu,6,bleue,-9.927439,bleu,-9.901693,0
2,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement noire <eos>,12,noire,noir,6,noire,-9.512192,noir,-9.406109,0
3,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement délicate <eos>,12,délicate,délicat,6,délicate,-11.78001,délicat,-12.234295,1
4,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement pointue <eos>,12,pointue,pointu,6,pointue,-13.6837845,pointu,-14.550825,1
5,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement ronde <eos>,12,ronde,rond,6,ronde,-12.302629,rond,-12.269698,0
6,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement froide <eos>,12,froide,froid,6,froide,-12.179218,froid,-11.264856,0
7,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement chaude <eos>,12,chaude,chaud,6,chaude,-10.841503,chaud,-12.293676,1
8,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement importante <eos>,12,importante,important,6,importante,-9.458674,important,-10.415707,1
9,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement courte <eos>,12,courte,court,6,courte,-10.165833,court,-11.131614,1
10,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement dure <eos>,12,dure,dur,6,dure,-10.225244,dur,-10.837831,1
11,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement claire <eos>,12,claire,clair,6,claire,-8.790517,clair,-10.675577,1
12,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement intéressante <eos>,12,intéressante,intéressant,6,intéressante,-9.364543,intéressant,-9.605404,1
13,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement brillante <eos>,12,brillante,brillant,6,brillante,-11.05158,brillant,-12.060942,1
14,S_NOUN_6_ADJ,F,S,je ne vois pas de gemme en ce moment qui est probablement compliquée <eos>,12,compliquée,compliqué,6,compliquée,-10.945985,compliqué,-11.252713,1
15,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement verte <eos>,12,verte,vert,6,verte,-10.0798855,vert,-11.770952,1
16,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement bleue <eos>,12,bleue,bleu,6,bleue,-9.459822,bleu,-10.285324,1
17,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement noire <eos>,12,noire,noir,6,noire,-9.464058,noir,-9.576471,1
18,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement délicate <eos>,12,délicate,délicat,6,délicate,-11.581985,délicat,-12.705284,1
19,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement pointue <eos>,12,pointue,pointu,6,pointue,-13.314025,pointu,-15.813687,1
20,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement ronde <eos>,12,ronde,rond,6,ronde,-11.842461,rond,-13.41503,1
21,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement froide <eos>,12,froide,froid,6,froide,-13.596939,froid,-12.894298,0
22,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement chaude <eos>,12,chaude,chaud,6,chaude,-12.273557,chaud,-13.166003,1
23,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement importante <eos>,12,importante,important,6,importante,-8.906975,important,-10.520179,1
24,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement courte <eos>,12,courte,court,6,courte,-10.456735,court,-11.409862,1
25,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement dure <eos>,12,dure,dur,6,dure,-9.9408245,dur,-12.687088,1
26,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement claire <eos>,12,claire,clair,6,claire,-9.25311,clair,-11.8619175,1
27,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement intéressante <eos>,12,intéressante,intéressant,6,intéressante,-9.698901,intéressant,-10.29927,1
28,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement brillante <eos>,12,brillante,brillant,6,brillante,-11.525972,brillant,-12.894616,1
29,S_NOUN_6_ADJ,F,S,on ne voit pas de gemme en ce moment qui est probablement compliquée <eos>,12,compliquée,compliqué,6,compliquée,-11.545894,compliqué,-12.576846,1
30,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement verte <eos>,12,verte,vert,6,verte,-10.932451,vert,-12.321009,1
31,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement bleue <eos>,12,bleue,bleu,6,bleue,-10.835657,bleu,-10.856867,1
32,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement noire <eos>,12,noire,noir,6,noire,-10.101429,noir,-10.340767,1
33,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement délicate <eos>,12,délicate,délicat,6,délicate,-11.265285,délicat,-11.722454,1
34,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement pointue <eos>,12,pointue,pointu,6,pointue,-12.750158,pointu,-14.225878,1
35,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement ronde <eos>,12,ronde,rond,6,ronde,-11.566412,rond,-11.78911,1
36,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement froide <eos>,12,froide,froid,6,froide,-12.085743,froid,-12.188212,1
37,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement chaude <eos>,12,chaude,chaud,6,chaude,-11.375397,chaud,-13.257189,1
38,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement importante <eos>,12,importante,important,6,importante,-9.33658,important,-10.532488,1
39,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement courte <eos>,12,courte,court,6,courte,-9.274965,court,-10.996595,1
40,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement dure <eos>,12,dure,dur,6,dure,-10.13907,dur,-11.306875,1
41,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement claire <eos>,12,claire,clair,6,claire,-9.595325,clair,-11.486598,1
42,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement intéressante <eos>,12,intéressante,intéressant,6,intéressante,-9.237482,intéressant,-10.20552,1
43,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement brillante <eos>,12,brillante,brillant,6,brillante,-11.222726,brillant,-12.52928,1
44,S_NOUN_6_ADJ,F,S,je ne vois pas de chaise en ce moment qui est probablement compliquée <eos>,12,compliquée,compliqué,6,compliquée,-10.185375,compliqué,-11.259739,1
45,S_NOUN_6_ADJ,F,S,on ne voit pas de chaise en ce moment qui est probablement verte <eos>,12,verte,vert,6,verte,-11.344599,vert,-12.362587,1
46,S_NOUN_6_ADJ,F,S,on ne voit pas de chaise en ce moment qui est probablement bleue <eos>,12,bleue,bleu,6,bleue,-10.370602,bleu,-11.052521,1
47,S_NOUN_6_ADJ,F,S,on ne voit pas de chaise en ce moment qui est probablement noire <eos>,12,noire,noir,6,noire,-10.27184,noir,-10.263127,0
48,S_NOUN_6_ADJ,F,S,on ne voit pas de chaise en ce moment qui est probablement délicate <eos>,12,délicate,délicat,6,délicate,-11.074464,délicat,-11.663017,1
49,S_NOUN_6_ADJ,F,S,on ne voit pas de chaise en ce moment qui est probablement pointue <eos>,12,pointue,pointu,6,pointue,-12.185335,pointu,-14.374033,1
50,S_NOUN_6_ADJ,F,S,on ne voit pas de chaise en ce moment qui est probablement ronde <eos>,12,ronde,rond,6,ronde,-11.244989,rond,-12.274308,1
